section	item	sample	value	source
inversion_recurrence	325 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	325 | max_span_bp		239043	results/synteny/inversion_recurrence.tsv
inversion_recurrence	325 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	325 | pairs		Cx_molestus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	325 | members		Cx_molestus_vs_Cx_pipiens:CM044969.1:18241197-18480241	results/synteny/inversion_recurrence.tsv
inversion_recurrence	326 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	326 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	326 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	326 | max_span_bp		473629	results/synteny/inversion_recurrence.tsv
inversion_recurrence	326 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	326 | pairs		Cx_molestus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	326 | members		Cx_molestus_vs_Cx_pipiens:CM044969.1:23710733-24184362	results/synteny/inversion_recurrence.tsv
inversion_recurrence	327 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	327 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	327 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	327 | max_span_bp		192407	results/synteny/inversion_recurrence.tsv
inversion_recurrence	327 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	327 | pairs		Cx_molestus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	327 | members		Cx_molestus_vs_Cx_pipiens:CM044969.1:45238957-45431364	results/synteny/inversion_recurrence.tsv
inversion_recurrence	328 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	328 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	328 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	328 | max_span_bp		196100	results/synteny/inversion_recurrence.tsv
inversion_recurrence	328 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	328 | pairs		Cx_molestus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	328 | members		Cx_molestus_vs_Cx_pipiens:CM044969.1:45470063-45666163	results/synteny/inversion_recurrence.tsv
inversion_recurrence	329 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	329 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	329 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	329 | max_span_bp		129968	results/synteny/inversion_recurrence.tsv
inversion_recurrence	329 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	329 | pairs		Cx_molestus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	329 | members		Cx_molestus_vs_Cx_pipiens:CM044969.1:45755168-45885136	results/synteny/inversion_recurrence.tsv
inversion_recurrence	330 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	330 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	330 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	330 | max_span_bp		160859	results/synteny/inversion_recurrence.tsv
inversion_recurrence	330 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	330 | pairs		Cx_molestus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	330 | members		Cx_molestus_vs_Cx_pipiens:CM044969.1:48611584-48772443	results/synteny/inversion_recurrence.tsv
inversion_recurrence	331 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	331 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	331 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	331 | max_span_bp		158774	results/synteny/inversion_recurrence.tsv
inversion_recurrence	331 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	331 | pairs		Cx_molestus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	331 | members		Cx_molestus_vs_Cx_pipiens:CM044969.1:48777027-48935801	results/synteny/inversion_recurrence.tsv
inversion_recurrence	332 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	332 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	332 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	332 | max_span_bp		221973	results/synteny/inversion_recurrence.tsv
inversion_recurrence	332 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	332 | pairs		Cx_molestus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	332 | members		Cx_molestus_vs_Cx_pipiens:CM044969.1:73301110-73523083	results/synteny/inversion_recurrence.tsv
inversion_recurrence	333 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	333 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	333 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	333 | max_span_bp		531330	results/synteny/inversion_recurrence.tsv
inversion_recurrence	333 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	333 | pairs		Cx_molestus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	333 | members		Cx_molestus_vs_Cx_pipiens:CM044969.1:95757507-96288837	results/synteny/inversion_recurrence.tsv
inversion_recurrence	334 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	334 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	334 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	334 | max_span_bp		159195	results/synteny/inversion_recurrence.tsv
inversion_recurrence	334 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	334 | pairs		Cx_molestus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	334 | members		Cx_molestus_vs_Cx_pipiens:CM044969.1:98687949-98847145	results/synteny/inversion_recurrence.tsv
inversion_recurrence	335 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	335 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	335 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	335 | max_span_bp		111600	results/synteny/inversion_recurrence.tsv
inversion_recurrence	335 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	335 | pairs		Cx_molestus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	335 | members		Cx_molestus_vs_Cx_pipiens:CM044969.1:101706722-101818323	results/synteny/inversion_recurrence.tsv
inversion_recurrence	336 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	336 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	336 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	336 | max_span_bp		101875	results/synteny/inversion_recurrence.tsv
inversion_recurrence	336 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	336 | pairs		Cx_molestus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	336 | members		Cx_molestus_vs_Cx_pipiens:CM044969.1:102387473-102489349	results/synteny/inversion_recurrence.tsv
inversion_recurrence	337 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	337 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	337 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	337 | max_span_bp		513794	results/synteny/inversion_recurrence.tsv
inversion_recurrence	337 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	337 | pairs		Cx_molestus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	337 | members		Cx_molestus_vs_Cx_pipiens:CM044969.1:127288859-127802654	results/synteny/inversion_recurrence.tsv
inversion_recurrence	338 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	338 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	338 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	338 | max_span_bp		113044	results/synteny/inversion_recurrence.tsv
inversion_recurrence	338 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	338 | pairs		Cx_molestus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	338 | members		Cx_molestus_vs_Cx_pipiens:CM044969.1:138384141-138497185	results/synteny/inversion_recurrence.tsv
inversion_recurrence	339 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	339 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	339 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	339 | max_span_bp		126333	results/synteny/inversion_recurrence.tsv
inversion_recurrence	339 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	339 | pairs		Cx_molestus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	339 | members		Cx_molestus_vs_Cx_pipiens:CM044969.1:145927530-146053864	results/synteny/inversion_recurrence.tsv
inversion_recurrence	340 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	340 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	340 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	340 | max_span_bp		384129	results/synteny/inversion_recurrence.tsv
inversion_recurrence	340 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	340 | pairs		Cx_molestus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	340 | members		Cx_molestus_vs_Cx_pipiens:CM044969.1:152769571-153153700	results/synteny/inversion_recurrence.tsv
inversion_recurrence	341 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	341 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	341 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	341 | max_span_bp		142898	results/synteny/inversion_recurrence.tsv
inversion_recurrence	341 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	341 | pairs		Cx_molestus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	341 | members		Cx_molestus_vs_Cx_pipiens:CM044969.1:184303475-184446373	results/synteny/inversion_recurrence.tsv
inversion_recurrence	342 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	342 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	342 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	342 | max_span_bp		234776	results/synteny/inversion_recurrence.tsv
inversion_recurrence	342 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	342 | pairs		Cx_molestus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	342 | members		Cx_molestus_vs_Cx_pipiens:CM044969.1:184932995-185167772	results/synteny/inversion_recurrence.tsv
inversion_recurrence	343 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	343 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	343 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	343 | max_span_bp		220343	results/synteny/inversion_recurrence.tsv
inversion_recurrence	343 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	343 | pairs		Cx_molestus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	343 | members		Cx_molestus_vs_Cx_pipiens:CM044969.1:186462960-186683303	results/synteny/inversion_recurrence.tsv
inversion_recurrence	344 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	344 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	344 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	344 | max_span_bp		140962	results/synteny/inversion_recurrence.tsv
inversion_recurrence	344 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	344 | pairs		Cx_molestus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	344 | members		Cx_molestus_vs_Cx_pipiens:CM044969.1:194301618-194442581	results/synteny/inversion_recurrence.tsv
inversion_recurrence	345 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	345 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	345 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	345 | max_span_bp		152231	results/synteny/inversion_recurrence.tsv
inversion_recurrence	345 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	345 | pairs		Cx_molestus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	345 | members		Cx_molestus_vs_Cx_pipiens:CM044969.1:206872080-207024311	results/synteny/inversion_recurrence.tsv
inversion_recurrence	346 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	346 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	346 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	346 | max_span_bp		217516	results/synteny/inversion_recurrence.tsv
inversion_recurrence	346 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	346 | pairs		Cx_molestus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	346 | members		Cx_molestus_vs_Cx_pipiens:CM044969.1:207773632-207991148	results/synteny/inversion_recurrence.tsv
inversion_recurrence	347 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	347 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	347 | chromosomes		chr3	results/synteny/inversion_recurrence.tsv
inversion_recurrence	347 | max_span_bp		257533	results/synteny/inversion_recurrence.tsv
inversion_recurrence	347 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	347 | pairs		Cx_molestus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	347 | members		Cx_molestus_vs_Cx_pipiens:CM044970.1:31946078-32203611	results/synteny/inversion_recurrence.tsv
inversion_recurrence	348 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	348 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	348 | chromosomes		chr3	results/synteny/inversion_recurrence.tsv
inversion_recurrence	348 | max_span_bp		308691	results/synteny/inversion_recurrence.tsv
inversion_recurrence	348 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	348 | pairs		Cx_molestus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	348 | members		Cx_molestus_vs_Cx_pipiens:CM044970.1:38374819-38683511	results/synteny/inversion_recurrence.tsv
inversion_recurrence	349 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	349 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	349 | chromosomes		chr3	results/synteny/inversion_recurrence.tsv
inversion_recurrence	349 | max_span_bp		249781	results/synteny/inversion_recurrence.tsv
inversion_recurrence	349 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	349 | pairs		Cx_molestus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	349 | members		Cx_molestus_vs_Cx_pipiens:CM044970.1:50839054-51088835	results/synteny/inversion_recurrence.tsv
